CAT,CNT,POS,NAME,CRD,ANNOUNCED2,RUNS2,4S2,6S1,6S2,S/R1,S/R2,BALLS FACED1,30/50/100_1,30/50/100_2,DUCK1,DUCK2,OVERS BOWLED1,WICK1,WICK2,LBW/BOW BONUS1,LBW/BOW BONUS2,2/3/4/5 WICK BONUS1,2/3/4/5 WICK BONUS2,MAIDEN OVER1,MAIDEN OVER2,E/R1,E/R2,CATCH1,CATCH2,CATCH BONUS1,CATCH BONUS2,RUNOUT/STUMPING1,RUNOUT/STUMPING2,TOTAL,OPPOSITE TEAM,DT
AR,SRH,4,AMK,9.5,4,21,1,1,2,77.785,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,36,BLR,1
WK,SRH,5,NPN,9,4,19,2,1,2,135.71,2,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,BLR,1
BT,SRH,6,SSH,8,4,8,0,1,2,88.89,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,BLR,0
BW,SRH,7,JST,8,4,2,0,0,0,28.57,0,7,0,0,0,0,4,2,50,0,0,2,0,0,0,7.5,0,0,0,0,0,0,0,56,BLR,1
BW,SRH,8,FHQ,8,4,2,0,0,0,25,0,8,0,0,0,0,4,0,0,0,0,0,0,0,0,11.75,-4,0,0,0,0,0,0,2,BLR,0
BW,SRH,9,KTY,8,4,0,0,0,0,0,0,1,0,0,1,0,4,1,25,0,0,1,0,0,0,10.5,-2,0,0,0,0,0,0,27,BLR,0
BW,SRH,10,BKR,8.5,4,8,1,0,0,88.89,0,9,0,0,0,0,4,0,0,0,0,0,0,0,0,8.5,0,0,0,0,0,0,0,13,BLR,0
BW,SRH,11,UMK,9,4,0,0,0,0,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,12.5,-6,0,0,0,0,0,0,-2,BLR,0
WK,DC,1,KSB,8,4,8,2,0,0,160,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,CSK,0
BT,DC,2,DWN,10.5,4,19,1,2,4,158.33,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,16,0,0,0,0,48,CSK,1
AR,DC,3,MMR,8.5,4,25,3,1,2,125,0,20,0,0,0,0,3,1,25,0,0,1,0,0,0,11.33,-4,0,0,0,0,0,0,55,CSK,1
WK,DC,4,RPT,9,4,21,4,0,0,190.91,6,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,43,CSK,0
BT,DC,5,RPW,9,4,3,0,0,0,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,CSK,0
AR,DC,6,APL,8.5,4,1,0,0,0,33.33,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,7.67,0,2,16,0,0,0,0,21,CSK,0
BT,DC,7,RPL,7.5,4,6,0,1,2,200,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,CSK,0
BW,DC,8,STK,8.5,4,24,2,1,2,126.32,0,19,0,0,0,0,3,0,0,0,0,0,0,0,0,12.67,-6,0,0,0,0,0,0,26,CSK,0
BW,DC,9,KYD,9.5,4,5,0,0,0,29.41,0,17,0,0,0,0,3,0,0,0,0,0,0,0,0,14.33,-6,0,0,0,0,0,0,3,CSK,0
BW,DC,10,ANJ,8.5,4,1,0,0,0,16.67,0,6,0,0,0,0,4,3,75,0,0,3,4,0,0,10.5,-2,0,0,0,0,0,0,82,CSK,1
BW,DC,11,KAD,8.5,4,0,0,0,0,0,0,1,0,0,1,0,4,2,50,0,0,2,0,0,0,7,2,0,0,0,0,0,0,56,CSK,1
BT,CSK,1,RGD,9,4,41,4,1,2,124.24,0,33,30+,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,63,DC,1
BT,CSK,2,DCY,9,4,87,7,5,10,177.55,6,49,50+,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,130,DC,1
BT,CSK,3,RUT,9,4,0,0,0,0,0,0,1,0,0,1,-2,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,10,DC,0
BT,CSK,4,ARD,9,4,5,1,0,0,83.33,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,DC,0
AR,CSK,5,MAL,9,4,9,2,0,0,225,0,4,0,0,0,0,4,3,75,1,8,3,4,0,0,3.25,6,1,8,0,0,0,0,116,DC,1
BT,CSK,6,SDB,8.5,4,32,2,2,4,168.42,4,19,30+,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,DC,0
WK,CSK,7,MSD,8.5,4,21,1,2,4,262.5,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,16,0,0,46,DC,1
BW,CSK,8,DBV,9,4,1,0,0,0,100,0,1,0,0,0,0,2.4,2,50,1,8,2,0,0,0,9,0,0,0,0,0,0,0,63,DC,1
BW,CSK,9,SSH,7.5,4,0,0,0,0,0,0,0,0,0,0,0,4,2,50,0,0,2,0,0,0,6.75,2,0,0,0,0,0,0,56,DC,1
BW,CSK,10,MCD,8.5,4,0,0,0,0,0,0,0,0,0,0,0,3,2,50,1,8,0,0,0,0,7.333,0,0,0,0,0,0,0,62,DC,1
BW,CSK,11,MTK,8.5,4,0,0,0,0,0,0,0,0,0,0,,4,1,25,1,8,1,0,0,0,7.25,0,0,0,0,0,0,0,37,DC,0
BW,KOL,9,PCM,8.5,4,0,0,0,0,0,0,2,0,0,1,0,4,3,75,0,0,3,4,0,0,5.5,4,0,0,0,0,0,0,87,MI,1
BT,KOL,4,NRN,9,4,43,3,4,8,165.38,4,26,30+,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,16,0,0,0,0,82,MI,1
BT,KOL,8,VIY,8,4,43,3,4,8,179.17,6,24,30+,4,0,0,1,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,68,MI,1
AR,KOL,6,ARL,10,4,9,0,1,2,180,0,5,0,0,0,0,2.3,2,50,0,0,2,0,0,0,8.8,0,0,0,0,0,0,0,65,MI,1
BT,KOL,5,RSH,8,4,23,2,1,2,121.5,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,1,12,51,MI,1
BT,KOL,2,ARH,8,4,25,3,0,0,104.17,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,1,6,46,MI,1
BW,KOL,11,VCV,8,4,0,0,0,0,0,0,0,0,0,0,0,3,1,25,0,0,1,0,0,0,7.33,0,1,8,0,0,1,6,43,MI,1
BW,KOL,10,TST,8.5,4,0,0,0,0,0,0,4,0,0,1,0,3,1,25,0,0,1,0,0,0,3.33,6,0,0,0,0,0,0,35,MI,0
WK,KOL,1,SJK,7.5,4,5,0,0,0,71.43,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,16,0,0,1,6,31,MI,0
BT,KOL,3,SIY,9.5,4,6,1,0,0,75,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,17,MI,0
AR,KOL,7,SNN,8.5,4,0,0,0,0,0,0,1,0,0,1,-2,4,0,0,0,0,0,0,0,0,5.25,4,0,0,0,0,0,0,6,MI,0
BW,MI,10,JBR,8.5,4,0,0,0,0,0,0,0,0,0,1,0,4,5,125,0,0,5,16,1,12,2.5,6,1,8,0,0,0,0,171,KOL,1
WK,MI,2,ISK,9,4,51,5,1,2,118.6,0,43,50+,8,0,0,0,0,0,0,0,0,0,0,0,0,0,2,16,0,0,0,0,86,KOL,1
BW,MI,9,KKT,8,4,3,0,0,0,60,0,5,0,0,0,0,3,2,50,1,8,2,0,0,0,10.67,-2,0,0,0,0,0,0,63,KOL,1
AR,MI,7,DSM,8.5,4,1,0,0,0,50,0,2,0,0,0,0,4,1,25,0,0,1,0,0,0,6.5,2,2,16,0,0,0,0,48,KOL,1
AR,MI,5,KPD,8.5,4,15,0,1,2,93.75,0,16,0,0,0,0,2,0,0,0,0,0,0,0,0,13,-6,2,16,0,0,0,0,31,KOL,0
BW,MI,8,MAS,8.5,4,0,0,0,0,0,0,2,0,0,1,0,4,1,25,0,0,1,0,0,0,8.75,0,0,0,0,0,0,0,29,KOL,0
BT,MI,6,TDD,8.5,4,13,3,0,0,144.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,KOL,0
BT,MI,4,TVM,9.5,4,6,1,0,0,120,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,19,KOL,0
BT,MI,3,RSH,7.5,4,12,0,0,0,33.33,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,KOL,0
BT,MI,1,RSM,9,4,2,0,0,0,33.33,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,KOL,0
BW,MI,11,RMD,8,4,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,11.67,-4,0,0,0,0,0,0,0,KOL,0
BW,GT,7,RKN,9,4,0,0,0,0,0,0,0,0,0,0,0,3.5,4,100,1,8,4,8,0,0,6.26,2,1,8,0,0,0,0,130,LKN,1
BT,GT,2,SGL,9,4,63,7,0,0,128.57,0,49,50+,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,LKN,1
AR,GT,9,RSK,7.5,4,0,0,0,0,0,0,0,0,0,0,0,2,2,50,0,0,2,0,0,0,3.5,6,1,8,0,0,0,0,68,LKN,1
WK,GT,1,WSH,8.5,4,5,1,0,0,45.45,-6,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,16,0,0,3,30,50,LKN,1
BW,GT,8,YDL,8,4,0,0,0,0,0,0,0,0,0,0,0,2,2,50,0,0,2,0,0,0,12,-4,0,0,0,0,0,0,50,LKN,1
BT,GT,5,DML,9,4,26,1,1,2,108.33,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,1,6,47,LKN,1
BW,GT,11,MSM,9.5,4,0,0,0,0,0,0,0,0,0,0,0,3,1,25,0,0,1,0,0,0,1.67,6,1,8,0,0,0,0,43,LKN,1
AR,GT,6,RTW,8.5,4,22,4,0,0,137.5,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,LKN,0
WK,GT,4,MWD,8,4,10,2,0,0,142.86,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,LKN,0
AR,GT,3,HPD,9.5,4,11,0,0,0,84.62,0,13,0,0,0,0,1,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,15,LKN,0
BW,GT,10,AJS,8.5,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,7,2,0,0,0,0,0,0,6,LKN,0
BW,LKN,9,AKN,8.5,4,12,0,2,4,300,0,4,0,0,0,0,4,2,50,0,0,2,0,0,0,6.5,2,1,8,0,0,0,0,80,GT,1
BW,LKN,10,MKN,8.5,4,1,0,0,0,33.33,0,3,0,0,0,0,4,1,25,0,0,1,0,0,0,4.5,6,0,0,0,0,0,0,36,GT,1
BT,LKN,3,DHD,9,4,27,3,0,0,103.85,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,GT,1
WK,LKN,1,QDK,9.5,4,11,0,1,2,110,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,16,0,0,0,0,33,GT,1
AR,LKN,7,JHD,8.5,4,1,0,0,0,50,0,2,0,0,0,0,4,1,25,0,0,1,0,0,0,10.25,-2,0,0,0,0,0,0,28,GT,0
BT,LKN,5,ABD,8,4,8,1,0,0,72.73,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,21,GT,0
AR,LKN,4,KPY,9,4,5,1,0,0,100,0,5,0,0,4,0,0,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0,0,12,GT,0
WK,LKN,2,LRL,10.5,4,8,1,0,0,50,-4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,GT,0
BT,LKN,11,KSM,8,4,4,1,0,0,100,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,GT,0
BT,LKN,6,MST,8.5,4,2,0,0,0,100,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,GT,0
BW,LKN,8,DCR,8.5,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,8.5,0,0,0,0,0,0,0,4,GT,0
AR,DC,3,MMR,8.5,4,89,5,7,14,143.55,2,62,50+,8,0,0,3,2,50,0,0,2,0,0,0,8.33,0,0,0,0,0,0,0,172,RR,1
BT,DC,2,DWN,10.5,4,52,5,1,2,126.83,0,41,50+,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,79,RR,1
BW,DC,11,CSK,8,4,0,0,0,0,0,0,0,0,0,0,0,4,2,50,0,0,2,0,0,0,5.75,4,0,0,0,0,0,0,58,RR,1
BW,DC,10,ANJ,8.5,4,0,0,0,0,0,0,0,0,0,0,0,4,2,50,0,0,2,0,0,0,9.75,0,0,0,0,0,0,0,54,RR,1
BW,DC,8,STK,8.5,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,6.75,2,2,16,0,0,0,0,22,RR,1
WK,DC,4,RPT,9,4,13,0,2,4,325,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,RR,1
AR,DC,5,LYD,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,12,RR,0
BT,DC,6,RPW,8.5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,12,RR,0
BW,DC,9,KYD,9.5,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6.67,2,0,0,0,0,0,0,6,RR,0
WK,DC,1,KSB,8,4,0,0,0,0,0,0,2,0,0,1,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,RR,0
AR,DC,7,APL,8.5,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,12.5,-6,0,0,0,0,0,0,-2,RR,0
AR,RR,3,RAS,8.5,4,50,4,2,2,131.58,2,38,50+,8,0,0,4,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,70,DC,1
BT,RR,4,DPK,8.5,4,48,6,2,4,160,4,30,30+,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,DC,1
BW,RR,8,TBT,8.5,4,3,0,0,0,100,0,3,0,0,0,0,4,1,25,0,0,1,0,0,0,8,0,0,0,0,0,0,0,32,DC,1
BW,RR,10,YCL,9.5,4,0,0,0,0,0,0,0,0,0,0,0,4,1,25,0,0,1,0,0,0,10.75,-2,0,0,0,0,0,0,27,DC,1
BT,RR,1,YJS,8.5,4,19,1,1,2,100,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,DC,1
WK,RR,5,SSS,9,4,6,1,0,0,150,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,19,DC,0
BW,RR,9,PKS,8.5,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,12,6.67,2,0,0,0,0,0,0,18,DC,0
BT,RR,7,RVD,8,4,12,1,0,0,120,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,DC,0
AR,RR,6,RPG,8,4,9,0,1,2,180,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,DC,0
WK,RR,2,JBT,11,4,7,1,0,0,63.64,-2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,DC,0
BW,RR,11,KSN,8,4,0,0,0,0,0,0,0,0,0,0,0,3.1,0,0,0,0,0,0,0,0,10.11,-2,1,8,0,0,0,0,10,DC,0
BW,CSK,11,MCD,8.5,4,4,1,0,0,100,0,4,0,0,0,0,4,3,75,2,16,3,4,0,0,5.75,4,0,0,0,0,0,0,108,MI,1
WK,CSK,6,MSD,8.5,4,36,4,2,4,109.09,0,33,30+,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,16,0,0,0,0,68,MI,1
AR,CSK,3,MAL,9.5,4,0,0,0,0,0,0,2,0,0,1,-2,1.5,1,25,1,8,1,0,0,0,9.27,0,0,0,0,0,0,0,35,MI,1
BW,CSK,9,SSH,7.5,4,2,0,0,0,66.67,0,3,0,0,0,0,4,1,25,0,0,1,0,0,0,5.5,4,0,0,0,0,0,0,35,MI,1
BW,CSK,8,DBV,9.5,4,12,0,1,2,80,0,15,0,0,0,0,2,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,18,MI,0
BT,CSK,5,ARD,9,4,10,2,0,0,71.43,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,MI,0
BT,CSK,7,SDB,8.5,4,10,1,0,0,111.11,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,MI,0
BT,CSK,1,RGD,9.5,4,7,1,0,0,116.67,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,MI,0
BT,CSK,4,RUT,9,4,1,0,0,0,16.67,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,MI,0
BW,CSK,10,MTK,8.5,4,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,4,MI,0
BT,CSK,2,DCY,9.5,4,0,0,0,0,0,0,1,0,0,1,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,MI,0
AR,MI,3,DSM,8.5,4,1,0,0,0,16.67,0,6,0,0,0,0,4,3,75,1,8,3,4,0,0,4,6,0,0,0,0,0,0,98,CSK,1
BW,MI,11,KKT,8,4,0,0,0,0,0,0,0,0,0,0,0,3,2,50,1,8,2,0,0,0,7.33,0,0,0,0,0,0,0,62,CSK,1
BW,MI,9,JBR,8.5,4,0,0,0,0,0,0,0,0,0,0,0,3,1,25,1,8,1,0,1,12,4,6,0,0,0,0,0,0,55,CSK,1
BT,MI,4,TVM,9.5,4,34,4,0,0,106.25,0,32,30+,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,54,CSK,1
BW,MI,10,RMD,8,4,0,0,0,0,0,0,0,0,0,0,0,3,2,50,0,0,2,0,0,0,9,0,0,0,0,0,0,0,54,CSK,1
WK,MI,1,ISK,9,4,6,1,0,0,120,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,24,1,4,1,12,51,CSK,1
BT,MI,2,RSM,8.5,4,18,4,0,0,128.57,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,34,CSK,1
AR,MI,6,HSK,8,4,18,2,0,0,78.26,0,23,0,0,0,0,2,0,0,0,0,0,0,0,0,6,2,1,8,0,0,0,0,34,CSK,1
BT,MI,8,RSH,7.5,4,0,0,0,0,0,0,0,0,0,0,0,1,1,25,0,0,1,0,0,0,5,0,0,0,0,0,0,0,29,CSK,0
BT,MI,7,TDD,8.5,4,16,0,2,4,228.57,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,CSK,0
WK,MI,5,TSB,7.5,4,0,0,0,0,0,0,2,0,0,1,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,CSK,0
BW,BLR,9,HPL,9,4,11,2,0,0,157.14,0,7,0,0,0,0,4,4,100,0,0,4,8,0,0,8.5,0,1,8,0,0,0,0,133,PBKS,1
AR,BLR,5,GMW,9,4,35,3,1,2,159.09,4,22,30+,4,0,0,2,1,25,1,8,1,0,0,0,8.5,0,1,8,0,0,1,6,99,PBKS,1
BW,BLR,8,WHG,9.5,4,1,0,0,0,33.33,0,3,0,0,0,0,4,2,50,1,8,2,0,0,0,3.75,6,1,8,0,0,0,0,77,PBKS,1
WK,BLR,6,DKR,9,4,11,1,0,0,100,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,16,0,0,1,6,38,PBKS,0
BT,BLR,3,RPT,8.5,4,26,1,2,4,123.81,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,PBKS,0
AR,BLR,7,SAD,8.5,4,9,0,0,0,64.29,-2,14,0,0,0,0,4,1,25,0,0,1,0,0,0,10,-2,0,0,0,0,0,0,34,PBKS,0
BT,BLR,1,VKL,8.5,4,20,2,1,2,142.86,2,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,PBKS,0
BT,BLR,2,FDP,9.5,4,10,2,0,0,125,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,PBKS,0
BW,BLR,10,MSJ,8.5,4,9,1,0,0,69.23,0,13,0,0,0,0,2,0,0,0,0,0,0,0,0,18,-6,1,8,0,0,0,0,16,PBKS,0
BT,BLR,4,MLR,8,4,6,0,1,2,200,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,PBKS,0
BW,BLR,11,JHW,9,4,7,1,0,0,175,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,16,-6,0,0,0,0,0,0,6,PBKS,0
WK,PBKS,1,JBS,8.5,4,66,4,7,14,227.59,6,29,50+,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,BLR,1
AR,PBKS,4,LLS,9.5,4,70,5,4,8,166.67,4,42,50+,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,BLR,1
BW,PBKS,10,KRD,9.5,4,0,0,0,0,0,0,1,0,0,0,0,4,3,75,0,0,3,4,0,0,5.25,4,0,0,0,0,0,0,87,BLR,1
BW,PBKS,9,RCR,8.5,4,2,0,0,0,100,0,2,0,0,0,0,4,2,50,0,0,2,0,0,0,9.25,0,1,8,0,0,0,0,64,BLR,1
AR,PBKS,8,RDW,8,4,7,0,1,2,233.33,0,3,0,0,0,0,4,2,50,0,0,2,0,0,0,9,0,0,0,0,0,0,0,63,BLR,1
BT,PBKS,2,SDW,9.5,4,21,2,1,2,140,2,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,16,0,0,0,0,47,BLR,1
BW,PBKS,7,HBR,8,4,7,0,1,2,140,0,5,0,0,0,0,4,1,25,0,0,1,0,0,0,8.25,0,1,8,0,0,0,0,46,BLR,1
BW,PBKS,11,ASH,8.5,4,0,0,0,0,0,0,0,0,0,0,0,4,1,25,0,0,1,0,0,0,6.75,2,1,8,0,0,0,0,39,BLR,1
BT,PBKS,5,MAG,8.5,4,19,3,0,0,118.75,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,34,BLR,0
WK,PBKS,6,JSM,8,4,9,2,0,0,180,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,23,BLR,0
BT,PBKS,3,BRP,8.5,4,1,0,0,0,33.33,0,3,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,2,16,0,0,0,0,21,BLR,0
AR,KOL,5,ARL,10.5,4,49,3,4,8,175,6,28,30+,4,0,0,4,3,75,1,8,3,4,0,0,5.5,4,0,0,0,0,0,0,165,SRH,1
BW,KOL,9,TST,8.5,4,0,0,0,0,0,0,0,0,0,0,0,4,2,50,0,0,2,0,0,0,5.75,4,1,8,0,0,0,0,66,SRH,1
WK,KOL,7,SBL,8,4,34,3,1,2,117.24,0,29,30+,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,16,0,0,0,0,63,SRH,1
BW,KOL,10,UDY,9,4,0,0,0,0,0,0,0,0,0,0,0,4,1,25,1,8,1,0,0,0,4.75,6,0,0,0,0,0,0,43,SRH,1
BT,KOL,3,NRN,9,4,26,1,3,6,162.5,4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,SRH,1
BT,KOL,2,ARH,8,4,28,0,3,6,116.67,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,SRH,1
AR,KOL,8,SNN,8.5,4,1,0,0,0,50,0,2,0,0,0,0,4,1,25,0,0,1,0,0,0,8.5,0,1,8,0,0,0,0,38,SRH,1
BW,KOL,11,VCV,8,4,0,0,0,0,0,0,0,0,0,0,0,4,1,25,0,0,1,0,0,0,6.25,2,0,0,0,0,0,0,31,SRH,0
BT,KOL,4,SIY,9.5,4,15,2,0,0,166.67,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,29,SRH,0
BT,KOL,1,VIY,8,4,7,1,0,0,116.67,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,20,SRH,0
BT,KOL,6,RSH,8,4,5,0,0,0,83.33,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,SRH,0
BW,SRH,10,UMK,9,4,3,0,0,0,6,0,5,0,0,0,0,4,3,75,0,0,3,4,0,0,8.25,0,0,0,0,0,0,0,86,KOL,1
BT,SRH,1,ASM,9,4,43,4,2,4,153.57,4,28,30+,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,KOL,1
AR,SRH,4,AMK,9.5,4,32,0,3,6,128,0,25,30+,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,KOL,1
BW,SRH,9,BKR,8.5,4,6,1,0,0,85.71,0,7,0,0,0,0,4,1,25,0,0,1,0,0,0,6.75,2,0,0,0,0,0,0,38,KOL,1
BW,SRH,11,MJS,8.5,4,1,0,0,0,50,0,2,0,0,0,0,4,1,25,1,8,1,0,0,0,7.5,0,0,0,0,0,0,0,38,KOL,1
BW,SRH,8,TNJ,9,4,0,0,0,0,0,0,0,0,0,0,0,4,1,25,1,8,1,0,0,0,10.75,-2,0,0,0,0,0,0,35,KOL,0
BT,SRH,6,SSH,8,4,11,1,0,0,91.67,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,16,0,0,0,0,32,KOL,0
BT,SRH,3,RTP,9,4,9,1,0,0,75,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,22,KOL,0
BT,SRH,2,KWS,8.5,4,9,1,0,0,52.94,-4,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,18,KOL,0
WK,SRH,5,NPN,9,4,2,0,,0,66.67,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,KOL,0
AR,SRH,7,WSD,8,4,4,0,0,0,44.44,0,9,0,0,0,0,4,0,0,0,0,0,0,0,0,10,-2,0,0,0,0,0,0,6,KOL,0
BT,CSK,1,RGD,9.5,4,53,4,1,2,108.16,0,49,50+,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,GT,1
BW,CSK,11,MPR,7.5,4,0,0,0,0,0,0,0,0,0,0,0,3.1,2,50,1,8,2,0,0,0,7.58,0,0,0,0,0,0,0,62,GT,1
